Postcode_Number,District, District_latitude, District_longitue,Neighbourhood,Neigh_latitude,Neigh_longitude,Zipcode,Street,Latitude,Longitude
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JZ,Zamenhofdreef,52.11411414,5.114054077
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JX,Zamenhofdreef,52.11480626,5.112922919
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JW,Zamenhofdreef,52.11550965,5.111770742
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JV,Zamenhofdreef,52.11381039,5.112618673
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JT,Zamenhofdreef,52.11450775,5.111827697
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JS,Patmosdreef,52.11447366,5.113503491
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JR,Patmosdreef,52.1145903,5.1136894
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JP,Patmosdreef,52.11470247,5.113881602
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JN,Patmosdreef,52.11481524,5.114073785
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JM,Patmosdreef,52.11492945,5.114260647
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JL,Patmosdreef,52.11503602,5.114455718
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JK,Lemnosdreef,52.11424543,5.114896788
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JJ,Naxosdreef,52.1153957,5.114874083
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JH,Naxosdreef,52.11570984,5.114360694
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JG,Naxosdreef,52.11465686,5.115277846
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JE,Naxosdreef,52.11477356,5.115086029
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JD,Naxosdreef,52.11488484,5.114890902
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JC,Naxosdreef,52.11535263,5.11415794
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JB,Naxosdreef,52.11546289,5.113969076
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562JA,Naxosdreef,52.11556612,5.11376713
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562HL,Vreuchdenberchdreef,52.11968649,5.114371855
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562HK,Vreuchdenberchdreef,52.11996091,5.114507831
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562HH,Humberdreef,52.11853157,5.114396432
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562HG,Humberdreef,52.11793639,5.11518353
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562HE,Lunenburchdreef,52.11869405,5.115053338
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562HD,Muylenborchdreef,52.11880818,5.115959092
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562HC,Muylenborchdreef,52.11896799,5.115248894
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562HB,Rapenburchdreef,52.11906213,5.116238695
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562HA,Rapenburchdreef,52.11881609,5.117223443
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GZ,Stroyenborchdreef,52.12066978,5.116525749
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GX,Stroyenborchdreef,52.12050386,5.11626009
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GW,Stroyenborchdreef,52.12050386,5.11626009
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GV,Stroyenborchdreef,52.1203433,5.116001307
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GT,Stroyenborchdreef,52.1203433,5.116001307
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GS,Stroyenborchdreef,52.12018483,5.115745915
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GR,Stroyenborchdreef,52.12018483,5.115745915
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GP,Stroyenborchdreef,52.12002426,5.115487151
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GN,Stroyenborchdreef,52.12038779,5.115365562
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GM,Schooneggendreef,52.12080378,5.116928842
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GL,Schooneggendreef,52.12080378,5.116928842
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GK,Schooneggendreef,52.12067404,5.117144471
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GJ,Schooneggendreef,52.12055371,5.117340739
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GH,Schooneggendreef,52.12043175,5.117540082
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GG,Schooneggendreef,52.12089134,5.118093563
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GE,Scharlakendreef,52.11990503,5.117101503
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GD,Scharlakendreef,52.11977554,5.116891475
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GC,Scharlakendreef,52.11964043,5.116635518
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GB,Scharlakendreef,52.11948223,5.116385032
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GB,Einsteindreef,52.11948223,5.116385032
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562GA,Scharlakendreef,52.11982425,5.117982715
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562ES,Theemsdreef,52.11515077,5.112394334
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562ER,Theemsdreef,52.11526504,5.11257925
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562EP,Theemsdreef,52.11538972,5.11273746
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562EN,Theemsdreef,52.11550619,5.112926278
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562EM,Theemsdreef,52.1156764,5.113219499
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562EL,Theemsdreef,52.11611839,5.113940942
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562EK,Theemsdreef,52.11636969,5.11434578
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562EJ,Theemsdreef,52.11773761,5.116509727
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562EH,Theemsdreef,52.11802097,5.116967953
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562EG,Theemsdreef,52.11834668,5.117494212
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562EE,Theemsdreef,52.11862848,5.117948614
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562ED,Theemsdreef,52.11644672,5.113691715
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562EC,Theemsdreef,52.11692985,5.114329949
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Zamenhofdreef en omgeving,52.11267101,5.110115361,3562EB,Theemsdreef,52.11729964,5.114902495
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562EA,Theemsdreef,52.11854388,5.117006802
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CW,Werradreef,52.11539686,5.122032554
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CV,Landskroondreef,52.119459,5.118644741
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CT,Hogenhorstdreef,52.1190055,5.119387368
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CS,Brandenburchdreef,52.11880729,5.120649011
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CR,Drielenborchdreef,52.11942193,5.119715688
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CP,Neckardreef,52.11782512,5.119341262
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CN,Neckardreef,52.11496133,5.122722371
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CM,Neckardreef,52.11893743,5.118776371
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CL,Neckardreef,52.11543,5.123262549
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CK,Neckardreef,52.11515398,5.123714453
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CJ,Peetersdreef,52.11553614,5.124702916
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CH,Peetersdreef,52.11590026,5.125290354
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CG,Peetersdreef,52.1162209,5.125807359
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CE,Peetersdreef,52.116546,5.125952623
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CD,Peetersdreef,52.11688452,5.125509592
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CC,Peetersdreef,52.11586568,5.123973687
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CB,Peetersdreef,52.11607211,5.124622163
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562CA,Peetersdreef,52.11639236,5.125138571
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562BR,Elbedreef,52.11633097,5.123294753
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562BP,Elbedreef,52.11666485,5.124686842
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562BN,Elbedreef,52.11634867,5.124176836
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562BM,Elbedreef,52.11602632,5.123657003
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562BL,Elbedreef,52.11570633,5.123141199
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562BK,Broekhuysendreef,52.11672843,5.122340065
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562BJ,Broekhuysendreef,52.11697892,5.12305091
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562BH,Lotsydreef,52.11695361,5.122533643
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562BG,Lotsydreef,52.11722854,5.122054878
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562BE,Lotsydreef,52.11683697,5.121754547
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562BD,Wezerdreef,52.1178301,5.122448145
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562BC,Wezerdreef,52.11709553,5.123590896
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562BB,Fenny de Soet-Ten Boschdreef,52.11738041,5.126232772
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562BA,Fanny Blankers-Koendreef,52.11782919,5.125497753
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AZ,Jaap Edendreef,52.11815241,5.124148735
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AX,Jaap Edendreef,52.11803098,5.123949963
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AW,Jaap Edendreef,52.11788721,5.123719012
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AV,Jaap Edendreef,52.11772559,5.123458151
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AT,Jaap Edendreef,52.11809842,5.125002451
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AS,Dommeringdreef,52.11891215,5.123563284
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AR,Dommeringdreef,52.11875123,5.123303347
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AP,Dommeringdreef,52.11859024,5.123043675
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AN,Dommeringdreef,52.11842876,5.122783424
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AM,Dommeringdreef,52.11826822,5.122524104
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AL,Dommeringdreef,52.11781284,5.121633668
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AK,Oderdreef,52.11736025,5.125493242
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AJ,Pahud de Mortangesdreef,52.11905245,5.123996817
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AH,Pahud de Mortangesdreef,52.11905245,5.123996817
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AG,Pahud de Mortangesdreef,52.11893606,5.124196905
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AE,Pahud de Mortangesdreef,52.11881964,5.124396496
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AD,Pahud de Mortangesdreef,52.11869107,5.124590668
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AC,Pahud de Mortangesdreef,52.11856755,5.124793875
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AB,Pahud de Mortangesdreef,52.11795541,5.125959315
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AA,Pahud de Mortangesdreef,52.11722884,5.126820954
3562,Wijk 03 Overvecht,52.12071476,5.109268755,Neckardreef en omgeving,52.11807826,5.120325478,3562AA,Moldaudreef,52.11722884,5.126820954
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561XN,Camera Obscuradreef,52.10999329,5.117186459
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561XM,Camera Obscuradreef,52.10950963,5.116680254
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561XL,Camera Obscuradreef,52.10921724,5.116055513
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561XK,Camera Obscuradreef,52.10945213,5.115363549
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561XJ,Van Brammendreef,52.10853695,5.116075413
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561XH,Van Brammendreef,52.10870843,5.116336259
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561XG,Van Brammendreef,52.10894566,5.116718177
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561XE,Van Brammendreef,52.10918363,5.117105397
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561XD,Van Brammendreef,52.10946376,5.11755135
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561XC,Vader Rijndreef,52.10870249,5.115620341
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561XB,Vader Rijndreef,52.10875196,5.11513325
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561XA,Vader Rijndreef,52.10916043,5.114870512
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561VT,Bruisdreef,52.10930385,5.11319923
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561VS,Bruisdreef,52.10967369,5.112843649
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561VR,Bruisdreef,52.11010325,5.112441368
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561VL,Taagdreef,52.1093217,5.11463462
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561VK,Taagdreef,52.11005309,5.115855558
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561VJ,Taagdreef,52.11040941,5.116428732
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561VH,Taagdreef,52.10994779,5.114960274
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561VG,Hildebranddreef,52.11018835,5.114797728
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561VE,Hildebranddreef,52.11072127,5.114427978
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561VD,Hildebranddreef,52.11035241,5.113863289
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561VC,Bruisdreef,52.11025329,5.113492025
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561VB,De Charmantedreef,52.11088501,5.113443089
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Taag- en Rubicondreef en omgeving,52.11105745,5.11836936,3561VA,Rhônedreef,52.1108192,5.11497727
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561TM,Katherijn van Leemputdreef,52.11180443,5.128685515
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561TL,Katherijn van Leemputdreef,52.11184069,5.127544866
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561TD,Maria van Hongarijedreef,52.11271122,5.127312819
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561TC,Maria van Hongarijedreef,52.11239981,5.127358902
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561TB,Maria Theresiadreef,52.11166666,5.126740168
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561TA,Maria Theresiadreef,52.11209586,5.126868249
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561SV,Anna van Saksendreef,52.11315729,5.125663405
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561ST,Anna Boleyndreef,52.11302798,5.124486013
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561SR,Margaretha van Parmadreef,52.1131776,5.124862845
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561SP,Margaretha van Parmadreef,52.11354935,5.124328582
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561SN,Margaretha van Parmadreef,52.11282724,5.124421142
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561SM,Berezinadreef,52.11384114,5.125099517
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561SL,Berezinadreef,52.1132059,5.126136803
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561SK,Jeanne d'Arcdreef,52.11424931,5.12670143
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561SJ,Jeanne d'Arcdreef,52.11412672,5.126499274
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561SH,Jeanne d'Arcdreef,52.1139939,5.126250476
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561SG,Jeanne d'Arcdreef,52.1139939,5.126250476
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561SE,Jeanne d'Arcdreef,52.11383325,5.125991301
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561SC,Jeanne d'Arcdreef,52.11383325,5.125991301
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561SB,Jeanne d'Arcdreef,52.11392408,5.127536459
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561RV,Cleopatradreef,52.11466461,5.127349151
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561RT,Cleopatradreef,52.11478641,5.12715192
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561RS,Cleopatradreef,52.11490874,5.126950772
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561RR,Cleopatradreef,52.11503154,5.126749372
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561RP,Cleopatradreef,52.11503154,5.126749372
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561RN,Cleopatradreef,52.11515029,5.126552054
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561RM,Cleopatradreef,52.11515029,5.126552054
3561,Wijk 03 Overvecht,52.12071476,5.109268755,Wolga- en Donaudreef en omgeving,52.11414882,5.129827273,3561RL,Cleopatradreef,52.11501819,5.126131833
